t,x,v,a
2.157,9.41176,3.43,-10
2.158,9.41518,3.42,-10
2.159,9.41859,3.41,-10
2.16,9.422,3.4,-10
2.161,9.4254,3.39,-10
2.162,9.42878,3.38,-10
2.163,9.43216,3.37,-10
2.164,9.43552,3.36,-10
2.165,9.43888,3.35,-10
2.166,9.44222,3.34,-10
2.167,9.44555,3.33,-10
2.168,9.44888,3.32,-10
2.169,9.4522,3.31,-10
2.17,9.4555,3.3,-10
2.171,9.45879,3.29,-10
2.172,9.46208,3.28,-10
2.173,9.46535,3.27,-10
2.174,9.46862,3.26,-10
2.175,9.47188,3.25,-10
2.176,9.47512,3.24,-10
2.177,9.47836,3.23,-10
2.178,9.48158,3.22,-10
2.179,9.48479,3.21,-10
2.18,9.488,3.2,-10
2.181,9.49119,3.19,-10
2.182,9.49438,3.18,-10
2.183,9.49756,3.17,-10
2.184,9.50072,3.16,-10
2.185,9.50387,3.15,-10
2.186,9.50702,3.14,-10
2.187,9.51015,3.13,-10
2.188,9.51328,3.12,-10
2.189,9.51639,3.11,-10
2.19,9.5195,3.1,-10
2.191,9.5226,3.09,-10
2.192,9.52568,3.08,-10
2.193,9.52876,3.07,-10
2.194,9.53182,3.06,-10
2.195,9.53487,3.05,-10
2.196,9.53792,3.04,-10
2.197,9.54096,3.03,-10
2.198,9.54398,3.02,-10
2.199,9.54699,3.01,-10
2.2,9.55,3,-10
2.201,9.55299,2.99,-10
2.202,9.55598,2.98,-10
2.203,9.55896,2.97,-10
2.204,9.56192,2.96,-10
2.205,9.56487,2.95,-10
2.206,9.56782,2.94,-10
2.207,9.57076,2.93,-10
2.208,9.57368,2.92,-10
2.209,9.5766,2.91,-10
2.21,9.5795,2.9,-10
2.211,9.58239,2.89,-10
2.212,9.58528,2.88,-10
2.213,9.58815,2.87,-10
2.214,9.59102,2.86,-10
2.215,9.59387,2.85,-10
2.216,9.59672,2.84,-10
2.217,9.59956,2.83,-10
2.218,9.60238,2.82,-10
2.219,9.6052,2.81,-10
2.22,9.608,2.8,-10
2.221,9.6108,2.79,-10
2.222,9.61358,2.78,-10
2.223,9.61635,2.77,-10
2.224,9.61912,2.76,-10
2.225,9.62187,2.75,-10
2.226,9.62462,2.74,-10
2.227,9.62735,2.73,-10
2.228,9.63008,2.72,-10
2.229,9.6328,2.71,-10
2.23,9.6355,2.7,-10
2.231,9.6382,2.69,-10
2.232,9.64088,2.68,-10
2.233,9.64355,2.67,-10
2.234,9.64622,2.66,-10
2.235,9.64887,2.65,-10
2.236,9.65152,2.64,-10
2.237,9.65415,2.63,-10
2.238,9.65678,2.62,-10
2.239,9.6594,2.61,-10
2.24,9.662,2.6,-10
2.241,9.66459,2.59,-10
2.242,9.66718,2.58,-10
2.243,9.66975,2.57,-10
2.244,9.67232,2.56,-10
2.245,9.67487,2.55,-10
2.246,9.67742,2.54,-10
2.247,9.67995,2.53,-10
2.248,9.68248,2.52,-10
2.249,9.685,2.51,-10
2.25,9.6875,2.5,-10
2.251,9.68999,2.49,-10
2.252,9.69248,2.48,-10
2.253,9.69495,2.47,-10
2.254,9.69742,2.46,-10
2.255,9.69987,2.45,-10
2.256,9.70232,2.44,-10
2.257,9.70475,2.43,-10
2.258,9.70718,2.42,-10
2.259,9.70959,2.41,-10
2.26,9.712,2.4,-10
2.261,9.71439,2.39,-10
2.262,9.71678,2.38,-10
2.263,9.71916,2.37,-10
2.264,9.72152,2.36,-10
2.265,9.72388,2.35,-10
2.266,9.72622,2.34,-10
2.267,9.72855,2.33,-10
2.268,9.73088,2.32,-10
2.269,9.7332,2.31,-10
2.27,9.7355,2.3,-10
2.271,9.73779,2.29,-10
2.272,9.74008,2.28,-10
2.273,9.74236,2.27,-10
2.274,9.74462,2.26,-10
2.275,9.74687,2.25,-10
2.276,9.74912,2.24,-10
2.277,9.75136,2.23,-10
2.278,9.75358,2.22,-10
2.279,9.7558,2.21,-10
2.28,9.758,2.2,-10
2.281,9.76019,2.19,-10
2.282,9.76238,2.18,-10
2.283,9.76455,2.17,-10
2.284,9.76672,2.16,-10
2.285,9.76888,2.15,-10
2.286,9.77102,2.14,-10
2.287,9.77316,2.13,-10
2.288,9.77528,2.12,-10
2.289,9.7774,2.11,-10
2.29,9.7795,2.1,-10
2.291,9.7816,2.09,-10
2.292,9.78368,2.08,-10
2.293,9.78576,2.07,-10
2.294,9.78782,2.06,-10
2.295,9.78988,2.05,-10
2.296,9.79192,2.04,-10
2.297,9.79395,2.03,-10
2.298,9.79598,2.02,-10
2.299,9.79799,2.01,-10
2.3,9.8,2,-10
2.301,9.802,1.99,-10
2.302,9.80398,1.98,-10
2.303,9.80595,1.97,-10
2.304,9.80792,1.96,-10
2.305,9.80988,1.95,-10
2.306,9.81182,1.94,-10
2.307,9.81376,1.93,-10
2.308,9.81568,1.92,-10
2.309,9.8176,1.91,-10
2.31,9.8195,1.9,-10
2.311,9.82139,1.89,-10
2.312,9.82328,1.88,-10
2.313,9.82516,1.87,-10
2.314,9.82702,1.86,-10
2.315,9.82888,1.85,-10
2.316,9.83072,1.84,-10
2.317,9.83255,1.83,-10
2.318,9.83438,1.82,-10
2.319,9.83619,1.81,-10
2.32,9.838,1.8,-10
2.321,9.8398,1.79,-10
2.322,9.84158,1.78,-10
2.323,9.84336,1.77,-10
2.324,9.84512,1.76,-10
2.325,9.84688,1.75,-10
2.326,9.84862,1.74,-10
2.327,9.85036,1.73,-10
2.328,9.85208,1.72,-10
2.329,9.8538,1.71,-10
2.33,9.8555,1.7,-10
2.331,9.85719,1.69,-10
2.332,9.85888,1.68,-10
2.333,9.86055,1.67,-10
2.334,9.86222,1.66,-10
2.335,9.86388,1.65,-10
2.336,9.86552,1.64,-10
2.337,9.86716,1.63,-10
2.338,9.86878,1.62,-10
2.339,9.87039,1.61,-10
2.34,9.872,1.6,-10
2.341,9.8736,1.59,-10
2.342,9.87518,1.58,-10
2.343,9.87675,1.57,-10
2.344,9.87832,1.56,-10
2.345,9.87988,1.55,-10
2.346,9.88142,1.54,-10
2.347,9.88295,1.53,-10
2.348,9.88448,1.52,-10
2.349,9.88599,1.51,-10
2.35,9.8875,1.5,-10
2.351,9.889,1.49,-10
2.352,9.89048,1.48,-10
2.353,9.89195,1.47,-10
2.354,9.89342,1.46,-10
2.355,9.89487,1.45,-10
2.356,9.89632,1.44,-10
2.357,9.89776,1.43,-10
2.358,9.89918,1.42,-10
2.359,9.90059,1.41,-10
2.36,9.902,1.4,-10
2.361,9.90339,1.39,-10
2.362,9.90478,1.38,-10
2.363,9.90615,1.37,-10
2.364,9.90752,1.36,-10
2.365,9.90888,1.35,-10
2.366,9.91022,1.34,-10
2.367,9.91156,1.33,-10
2.368,9.91288,1.32,-10
2.369,9.9142,1.31,-10
2.37,9.9155,1.3,-10
2.371,9.91679,1.29,-10
2.372,9.91808,1.28,-10
2.373,9.91935,1.27,-10
2.374,9.92062,1.26,-10
2.375,9.92188,1.25,-10
2.376,9.92312,1.24,-10
2.377,9.92436,1.23,-10
2.378,9.92558,1.22,-10
2.379,9.9268,1.21,-10
2.38,9.928,1.2,-10
2.381,9.9292,1.19,-10
2.382,9.93038,1.18,-10
2.383,9.93155,1.17,-10
2.384,9.93272,1.16,-10
2.385,9.93388,1.15,-10
2.386,9.93502,1.14,-10
2.387,9.93616,1.13,-10
2.388,9.93728,1.12,-10
2.389,9.93839,1.11,-10
2.39,9.9395,1.1,-10
2.391,9.94059,1.09,-10
2.392,9.94168,1.08,-10
2.393,9.94275,1.07,-10
2.394,9.94382,1.06,-10
2.395,9.94487,1.05,-10
2.396,9.94592,1.04,-10
2.397,9.94695,1.03,-10
2.398,9.94798,1.02,-10
2.399,9.94899,1.01,-10
2.4,9.95,0.999999,-10
2.401,9.951,0.99,-10
2.402,9.95198,0.98,-10
2.403,9.95296,0.969999,-10
2.404,9.95392,0.96,-10
2.405,9.95487,0.95,-10
2.406,9.95582,0.940001,-10
2.407,9.95675,0.929999,-10
2.408,9.95768,0.92,-10
2.409,9.9586,0.910001,-10
2.41,9.9595,0.899999,-10
2.411,9.96039,0.89,-10
2.412,9.96128,0.880001,-10
2.413,9.96216,0.869999,-10
2.414,9.96302,0.86,-10
2.415,9.96387,0.85,-10
2.416,9.96472,0.840001,-10
2.417,9.96556,0.829999,-10
2.418,9.96638,0.82,-10
2.419,9.96719,0.810001,-10
2.42,9.968,0.799999,-10
2.421,9.96879,0.79,-10
2.422,9.96958,0.780001,-10
2.423,9.97036,0.769999,-10
2.424,9.97112,0.76,-10
2.425,9.97188,0.75,-10
2.426,9.97262,0.739999,-10
2.427,9.97336,0.73,-10
2.428,9.97408,0.72,-10
2.429,9.9748,0.710001,-10
2.43,9.9755,0.699999,-10
2.431,9.9762,0.69,-10
2.432,9.97688,0.680001,-10
2.433,9.97756,0.669999,-10
2.434,9.97822,0.66,-10
2.435,9.97888,0.650001,-10
2.436,9.97952,0.639999,-10
2.437,9.98015,0.63,-10
2.438,9.98078,0.62,-10
2.439,9.98139,0.610001,-10
2.44,9.982,0.599999,-10
2.441,9.9826,0.59,-10
2.442,9.98318,0.580001,-10
2.443,9.98376,0.569999,-10
2.444,9.98432,0.56,-10
2.445,9.98487,0.550001,-10
2.446,9.98542,0.539999,-10
2.447,9.98596,0.53,-10
2.448,9.98648,0.52,-10
2.449,9.98699,0.510001,-10
2.45,9.9875,0.5,-10
2.451,9.988,0.49,-10
2.452,9.98848,0.480001,-10
2.453,9.98896,0.469999,-10
2.454,9.98942,0.46,-10
2.455,9.98987,0.450001,-10
2.456,9.99032,0.439999,-10
2.457,9.99076,0.43,-10
2.458,9.99118,0.420001,-10
2.459,9.9916,0.409999,-10
2.46,9.992,0.4,-10
2.461,9.9924,0.39,-10
2.462,9.99278,0.380001,-10
2.463,9.99316,0.369999,-10
2.464,9.99352,0.36,-10
2.465,9.99387,0.350001,-10
2.466,9.99422,0.339999,-10
2.467,9.99456,0.33,-10
2.468,9.99488,0.320001,-10
2.469,9.9952,0.309999,-10
2.47,9.9955,0.3,-10
2.471,9.9958,0.29,-10
2.472,9.99608,0.280001,-10
2.473,9.99636,0.27,-10
2.474,9.99662,0.26,-10
2.475,9.99687,0.250001,-10
2.476,9.99712,0.239999,-10
2.477,9.99736,0.23,-10
2.478,9.99758,0.220001,-10
2.479,9.9978,0.209999,-10
2.48,9.998,0.2,-10
2.481,9.99819,0.190001,-10
2.482,9.99838,0.179999,-10
2.483,9.99856,0.17,-10
2.484,9.99872,0.16,-10
2.485,9.99887,0.150001,-10
2.486,9.99902,0.139999,-10
2.487,9.99916,0.13,-10
2.488,9.99928,0.120001,-10
2.489,9.9994,0.109999,-10
2.49,9.9995,0.0999999,-10
2.491,9.99959,0.0900006,-10
2.492,9.99968,0.079999,-10
2.493,9.99975,0.0699997,-10
2.494,9.99982,0.0600004,-10
2.495,9.99988,0.0500011,-10
2.496,9.99992,0.0399995,-10
2.497,9.99996,0.0300002,-10
2.498,9.99998,0.0200009,-10
2.499,10,0.00999928,-10
2.5,10,0,0
